id_detalle,id_pedido,id_producto,cantidad,precio_unitario_venta
2064,817,58,2,73800.0
2065,818,32,3,63500.0
2066,818,5,2,83900.0
2067,818,39,3,47300.0
2068,819,45,3,76600.0
2069,819,53,3,75400.0
2070,819,8,3,69800.0
2071,819,24,1,72200.0
2072,820,21,3,23900.0
2073,820,30,1,54900.0
2074,821,27,2,25000.0
2075,821,41,1,50300.0
2076,821,59,2,83000.0
2077,822,50,1,22700.0
2078,822,41,1,50300.0
2079,823,53,2,75400.0
2080,823,55,2,53500.0
2081,823,44,3,27600.0
2082,824,53,1,75400.0
2083,824,10,3,57100.0
2084,824,1,2,15100.0
2085,825,7,1,2600.0
2086,825,14,3,10900.0
2087,826,27,2,25000.0
2088,827,23,1,77100.0
2089,827,20,2,54600.0
2090,827,45,3,76600.0
2091,827,24,3,72200.0
2092,828,48,1,76600.0
2093,829,20,1,54600.0
2094,829,9,1,26800.0
2095,830,2,2,71200.0
2096,831,51,3,10500.0
2097,832,59,2,83000.0
2098,833,49,1,19400.0
2099,834,43,1,12600.0
2100,834,23,1,77100.0
2101,835,11,3,79900.0
2102,835,55,3,53500.0
2103,835,33,1,47800.0
2104,836,34,1,37500.0
2105,837,47,1,73400.0
2106,838,45,2,76600.0
2107,838,38,3,77000.0
2108,838,12,1,13100.0
2109,839,33,2,47800.0
2110,839,15,1,47900.0
2111,840,32,2,63500.0
2112,840,49,3,19400.0
2113,841,21,2,23900.0
2114,842,44,1,27600.0
2115,842,54,3,35700.0
2116,842,29,2,66000.0
2117,843,44,3,27600.0
2118,843,24,2,72200.0
2119,843,12,3,13100.0
2120,843,1,1,15100.0
2121,844,8,1,69800.0
2122,845,48,1,76600.0
2123,846,39,2,47300.0
2124,846,55,1,53500.0
2125,847,49,3,19400.0
2126,847,46,3,68100.0
2127,847,50,2,22700.0
2128,848,32,2,63500.0
2129,848,33,1,47800.0
2130,848,18,1,61600.0
2131,848,10,2,57100.0
2132,849,2,3,71200.0
2133,849,7,1,2600.0
2134,850,25,3,9700.0
2135,850,39,2,47300.0
